"PC Name","Department/Ward/Physical Location","Hostname","Windows Version Info","OS Name","Ethernet IP","Ethernet Subnet Mask","Ethernet Default Gateway","Ethernet MAC","Wi-Fi IP","Wi-Fi Subnet Mask","Wi-Fi Default Gateway","Wi-Fi MAC","Manufacturer","Model","Serial Number","BIOS Version","Domain/Workgroup","RAM (GB)","Storage C: (GB)","Processor","Graphics Card","Office Version","Connected Printers"
"Server 1","IT Dept","REMOTE","Version 22H2, OS Build 19045.6093","Microsoft Windows 10 Pro","","","","","192.168.30.166","/24","192.168.30.1","70-1A-B8-BD-49-08","Dell Inc.","OptiPlex 3090","8WQ16N3","2.0.7","Workgroup","7.72","238.36","Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz","Intel(R) UHD Graphics 630","Microsoft Office Professional Plus 2021 - en-us",""
